,prev_moves,last_move_fill
4582,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4,Qxe3
4583,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4 Qxe3,Qxe3
4584,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4 Qxe3 Qxe3,Rxe3
4585,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4 Qxe3 Qxe3 Rxe3,Kd2
4586,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4 Qxe3 Qxe3 Rxe3 Kd2,Re7
4587,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4 Qxe3 Qxe3 Rxe3 Kd2 Re7,Raf1
4588,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4 Qxe3 Qxe3 Rxe3 Kd2 Re7 Raf1,Nf6
4589,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4 Qxe3 Qxe3 Rxe3 Kd2 Re7 Raf1 Nf6,Bc4
4590,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4 Qxe3 Qxe3 Rxe3 Kd2 Re7 Raf1 Nf6 Bc4,Ne4+
4591,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4 Qxe3 Qxe3 Rxe3 Kd2 Re7 Raf1 Nf6 Bc4 Ne4+,Kd3
4592,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4 Qxe3 Qxe3 Rxe3 Kd2 Re7 Raf1 Nf6 Bc4 Ne4+ Kd3,Ng3
4593,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4 Qxe3 Qxe3 Rxe3 Kd2 Re7 Raf1 Nf6 Bc4 Ne4+ Kd3 Ng3,Rxf7+
4594,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4 Qxe3 Qxe3 Rxe3 Kd2 Re7 Raf1 Nf6 Bc4 Ne4+ Kd3 Ng3 Rxf7+,Rxf7
4595,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4 Qxe3 Qxe3 Rxe3 Kd2 Re7 Raf1 Nf6 Bc4 Ne4+ Kd3 Ng3 Rxf7+ Rxf7,Bxf7
4596,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O Bg5 Re8 Qd2 c6 Bh6 Nbd7 Bxg7 Kxg7 e3 e5 Be2 exd4 exd4 Ne4 Nxe4 dxe4 Ng5 e3 fxe3 Qxg5 h4 Qxe3 Qxe3 Rxe3 Kd2 Re7 Raf1 Nf6 Bc4 Ne4+ Kd3 Ng3 Rxf7+ Rxf7 Bxf7,Kxf7
4597,e4 e6 Nf3 d5 exd5 exd5 d4,Nf6
4598,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6,c4
4599,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4,c6
4600,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6,Nc3
4601,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3,Be6
4602,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6,Bg5
4603,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5,Be7
4604,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7,Qc2
4605,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2,h6
4606,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6,Bf4
4607,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4,O-O
4608,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O,O-O-O
4609,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O,dxc4
4610,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4,h4
4611,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4,Nd5
4612,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5,Nxd5
4613,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5,cxd5
4614,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5,Ne5
4615,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5,Bd6
4616,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6,g4
4617,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4,Nd7
4618,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7,g5
4619,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5,h5
4620,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5,g6
4621,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6,f6
4622,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6,Nf7
4623,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7,Bxf4+
4624,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+,Kb1
4625,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1,Bxf7
4626,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7,gxf7+
4627,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+,Rxf7
4628,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7,Qf5
4629,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5,Qc7
4630,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7,Qxd5
4631,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5,Rc8
4632,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8,Bh3
4633,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3,Kf8
4634,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8,Be6
4635,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6,Re7
4636,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7,Rh3
4637,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3,Nb6
4638,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6,Qe4
4639,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4,Rce8
4640,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8,d5
4641,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5,Nxd5
4642,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5,Rxd5
4643,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5,Rxe6
4644,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6,Qh7
4645,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7,Re1+
4646,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+,Kc2
4647,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+ Kc2,R8e2+
4648,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+ Kc2 R8e2+,Kc3
4649,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+ Kc2 R8e2+ Kc3,Be5+
4650,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+ Kc2 R8e2+ Kc3 Be5+,Kb4
4651,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+ Kc2 R8e2+ Kc3 Be5+ Kb4,Rxb2+
4652,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+ Kc2 R8e2+ Kc3 Be5+ Kb4 Rxb2+,Ka3
4653,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+ Kc2 R8e2+ Kc3 Be5+ Kb4 Rxb2+ Ka3,b5
4654,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+ Kc2 R8e2+ Kc3 Be5+ Kb4 Rxb2+ Ka3 b5,Qh8+
4655,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+ Kc2 R8e2+ Kc3 Be5+ Kb4 Rxb2+ Ka3 b5 Qh8+,Kf7
4656,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+ Kc2 R8e2+ Kc3 Be5+ Kb4 Rxb2+ Ka3 b5 Qh8+ Kf7,Qxh5+
4657,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+ Kc2 R8e2+ Kc3 Be5+ Kb4 Rxb2+ Ka3 b5 Qh8+ Kf7 Qxh5+,Ke7
4658,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+ Kc2 R8e2+ Kc3 Be5+ Kb4 Rxb2+ Ka3 b5 Qh8+ Kf7 Qxh5+ Ke7,Qg6
4659,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+ Kc2 R8e2+ Kc3 Be5+ Kb4 Rxb2+ Ka3 b5 Qh8+ Kf7 Qxh5+ Ke7 Qg6,Qa5#
4660,e4 e6 d4 d5 Nc3,dxe4
4661,e4 e6 d4 d5 Nc3 dxe4,Nxe4
4662,e4 e6 d4 d5 Nc3 dxe4 Nxe4,Bd7
4663,e4 e6 d4 d5 Nc3 dxe4 Nxe4 Bd7,Nf3
4664,e4 e6 d4 d5 Nc3 dxe4 Nxe4 Bd7 Nf3,Bc6
4665,e4 e6 d4 d5 Nc3 dxe4 Nxe4 Bd7 Nf3 Bc6,Bd3
